No,Fecha de registro,departamento revisado,municipio revisado,Cultivo,Variedad o hibrido,Edad del cultivo (AÑOS),"Parte de la planta a analizar (toda la planta, parte aérea, raíz, tubérculo, tallo, hoja, flor, fruto, semilla)","Sintomatología (tamaño, color, deformación)",Fertilizantes aplicados anteriormente,"Rendimiento del cultivo (bueno, regular, malo)",Nitrógeno (N) % STD,Fósforo (P) % STD,Potasio (K) % STD,Calcio (Ca) % STD,Magnesio (Mg) % STD,Sodio (Na) % STD,Azufre (S) % STD,Hierro (Fe) mg/kg STD,Cobre (Cu) mg/kg STD,Manganeso (Mn) mg/kg STD,Zinc (Zn) mg/kg STD,Boro (B) mg/kg STD,_depto_norm,_cultivo_norm
"5,105",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.65,0.27,4.0,1.2,0.34,0.04,0.24,660.89,13.37,33.75,15.56,24.31,CORDOBA,Batata
"5,106",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.15,0.33,2.7,0.53,0.16,0.17,0.15,629.55,11.47,22.45,19.05,24.31,CORDOBA,Batata
"5,107",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,1.69,0.54,3.19,1.39,0.68,0.05,0.42,9022.32,31.05,213.41,50.46,47.88,CORDOBA,Batata
"5,108",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.15,0.5,3.83,1.14,0.27,0.06,0.21,678.46,17.95,30.86,16.04,24.6,CORDOBA,Batata
"5,109",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.89,0.22,3.13,0.21,0.1,0.03,0.09,137.38,17.19,24.14,20.27,16.94,CORDOBA,Batata
"5,110",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,3.09,0.43,2.46,0.65,0.16,0.19,0.2,641.72,16.42,29.26,17.21,66.89,CORDOBA,Batata
"5,111",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.35,0.4,2.87,0.64,0.33,0.07,0.21,252.21,14.31,21.98,12.23,21.95,CORDOBA,Batata
"5,112",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.29,0.29,3.96,1.55,0.15,0.08,0.25,240.02,17.39,31.53,15.27,26.67,CORDOBA,Batata
"5,113",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.82,0.42,3.2,0.71,0.14,0.23,0.18,178.53,21.59,17.17,21.54,56.87,CORDOBA,Batata
"5,114",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.44,0.4,3.19,1.44,0.57,0.06,0.44,571.21,20.81,199.02,49.77,25.49,CORDOBA,Batata
"5,115",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.5,0.44,2.96,1.18,0.22,0.08,0.27,406.58,13.83,33.34,16.78,25.05,CORDOBA,Batata
"5,116",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.19,0.31,2.84,0.55,0.16,0.18,0.14,779.3,11.4,21.33,17.45,28.73,CORDOBA,Batata
"5,117",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.11,0.28,2.81,1.64,0.11,0.05,0.41,8161.27,15.44,208.55,48.89,27.99,CORDOBA,Batata
"5,118",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.09,0.28,2.77,1.2,0.1,0.04,0.12,332.3,7.42,15.07,11.01,24.01,CORDOBA,Batata
"5,119",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.64,0.45,5.11,1.39,0.41,,0.35,427.19,8.45,64.0,14.56,27.55,CORDOBA,Batata
"5,120",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.85,0.45,2.39,1.1,0.26,0.03,0.23,152.12,8.6,29.77,12.77,36.09,CORDOBA,Batata
"5,121",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.85,0.32,0.62,0.54,0.1,0.1,0.13,337.37,8.28,14.86,8.41,67.03,CORDOBA,Batata
"5,122",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.9,0.54,6.14,1.76,0.43,0.03,0.41,917.73,12.17,74.73,17.17,30.2,CORDOBA,Batata
"5,123",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.2,0.58,3.7,1.22,0.19,0.03,0.24,123.46,11.52,23.84,10.42,25.05,CORDOBA,Batata
"5,124",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.04,0.38,2.49,0.76,0.14,0.14,0.16,727.32,11.16,24.31,12.51,60.26,CORDOBA,Batata
"5,125",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.8,0.52,6.16,1.38,0.55,,0.41,567.81,8.2,61.74,12.19,75.58,CORDOBA,Batata
"5,126",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.04,0.49,3.67,1.12,0.28,0.04,0.22,79.81,9.16,21.58,10.66,31.23,CORDOBA,Batata
"5,127",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.93,0.3,2.71,0.55,0.11,0.11,0.12,331.53,8.34,14.72,8.45,25.78,CORDOBA,Batata
"5,128",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.85,0.54,7.9,1.81,0.5,0.03,0.47,1491.76,15.85,66.26,24.0,72.93,CORDOBA,Batata
"5,129",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.53,0.49,3.58,1.53,0.42,0.11,0.22,248.47,14.78,18.14,12.53,23.57,CORDOBA,Batata
"5,130",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.36,0.34,2.78,0.73,0.13,0.35,0.13,325.64,11.32,13.8,11.43,29.47,CORDOBA,Batata
"5,131",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,3.18,0.4,5.63,1.72,0.51,,0.4,1481.24,15.13,55.3,20.62,72.93,CORDOBA,Batata
"5,132",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.76,0.39,4.8,1.53,0.34,0.06,0.24,219.37,14.66,17.2,14.04,23.42,CORDOBA,Batata
"5,133",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.9,0.34,3.19,0.86,0.17,0.22,0.15,355.55,12.65,15.01,14.02,34.03,CORDOBA,Batata
"5,134",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.74,0.42,5.45,1.51,0.42,,0.38,1573.4,16.72,73.33,18.69,63.94,CORDOBA,Batata
"5,135",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.33,0.42,3.39,1.31,0.27,0.08,0.22,201.49,15.17,20.83,9.72,23.13,CORDOBA,Batata
"5,136",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.18,0.3,2.7,0.56,0.1,0.24,0.12,299.83,16.27,14.4,9.11,30.5,CORDOBA,Batata
"5,137",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,3.85,0.49,6.18,1.45,0.54,,0.44,1104.54,19.35,67.52,23.63,62.32,CORDOBA,Batata
"5,138",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,2.12,0.48,5.14,1.3,0.38,0.09,0.23,188.23,16.24,20.34,12.13,33.44,CORDOBA,Batata
"5,139",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.55,0.3,2.91,0.94,0.15,0.42,0.16,274.08,16.25,21.36,18.32,44.49,CORDOBA,Batata
"5,140",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,3.53,0.4,4.79,1.22,0.5,,0.34,898.61,15.3,64.62,19.48,64.23,CORDOBA,Batata
"5,141",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.58,0.34,3.92,1.13,0.29,0.07,0.17,123.77,13.92,26.48,9.68,30.79,CORDOBA,Batata
"5,142",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.81,0.37,3.7,0.6,0.15,0.21,0.16,185.62,12.43,13.91,11.89,36.68,CORDOBA,Batata
"5,143",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.67,0.45,6.7,1.35,0.41,0.03,0.35,465.15,9.56,68.88,14.31,66.89,CORDOBA,Batata
"5,144",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.28,0.45,4.73,1.17,0.24,0.07,0.18,102.32,11.56,27.93,9.46,31.53,CORDOBA,Batata
"5,145",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.13,0.29,3.39,0.58,0.11,0.22,0.11,231.63,7.63,14.93,8.64,39.34,CORDOBA,Batata
"5,146",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.93,0.49,6.23,1.36,0.32,,0.39,831.5,13.77,59.99,15.53,67.62,CORDOBA,Batata
"5,147",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.33,0.5,4.34,1.09,0.24,0.04,0.23,187.43,13.59,26.19,11.33,34.77,CORDOBA,Batata
"5,148",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.0,0.32,2.36,0.77,0.14,0.3,0.21,355.2,19.07,29.75,14.7,66.44,CORDOBA,Batata
"5,149",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.89,0.53,6.71,1.78,0.44,0.03,0.42,1153.16,12.99,69.35,16.95,76.62,CORDOBA,Batata
"5,150",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.35,0.64,3.55,0.85,0.21,0.03,0.27,265.64,14.42,29.02,18.74,31.82,CORDOBA,Batata
"5,151",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.06,0.39,2.27,0.39,0.12,0.1,0.15,401.39,11.17,19.84,14.56,44.79,CORDOBA,Batata
"5,152",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.78,0.49,4.5,0.51,0.53,,0.41,792.14,15.13,130.91,19.54,64.09,CORDOBA,Batata
"5,153",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.13,0.52,2.85,0.55,0.24,0.06,0.24,173.28,13.15,38.37,14.33,28.58,CORDOBA,Batata
"5,154",2019 Sep 30 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.88,0.3,1.91,0.3,0.13,0.15,0.13,631.89,15.49,27.34,14.32,40.66,CORDOBA,Batata
"5,155",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,3.21,0.33,4.21,0.98,0.29,,0.32,566.55,12.02,44.21,21.73,65.27,CORDOBA,Batata
"5,156",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.98,0.33,3.34,0.98,0.31,,0.21,246.72,13.14,16.56,14.92,32.12,CORDOBA,Batata
"5,157",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.98,0.32,2.85,0.41,0.15,,0.12,576.64,11.11,24.33,18.26,21.51,CORDOBA,Batata
"5,158",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,3.2,0.35,5.08,0.96,0.31,,0.33,869.11,11.93,57.94,18.5,71.6,CORDOBA,Batata
"5,159",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.98,0.38,5.24,0.71,0.2,,0.2,199.54,12.3,20.93,14.39,32.71,CORDOBA,Batata
"5,160",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.96,0.31,3.01,0.35,0.13,,0.12,515.21,9.33,18.62,13.43,19.0,CORDOBA,Batata
"5,161",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,3.07,0.42,5.18,0.99,0.33,,0.37,377.06,11.81,47.64,14.98,59.37,CORDOBA,Batata
"5,162",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.71,0.42,3.96,0.79,0.29,,0.2,273.09,12.12,21.64,13.13,30.64,CORDOBA,Batata
"5,163",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.22,0.34,2.35,0.26,0.11,,0.14,116.41,9.23,11.1,12.08,18.71,CORDOBA,Batata
"5,164",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,3.13,0.44,4.54,1.0,0.39,,0.39,884.47,12.03,57.72,17.14,64.23,CORDOBA,Batata
"5,165",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.7,0.41,5.0,0.81,0.29,,0.21,374.1,11.8,23.56,13.62,36.39,CORDOBA,Batata
"5,166",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.84,0.37,2.9,0.32,0.14,,0.13,485.29,11.12,21.13,14.23,20.33,CORDOBA,Batata
"5,167",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,3.48,0.46,4.37,0.88,0.38,,0.41,725.33,14.68,55.9,19.09,63.2,CORDOBA,Batata
"5,168",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.7,0.47,4.08,0.77,0.28,,0.23,398.33,14.57,27.06,15.63,26.67,CORDOBA,Batata
"5,169",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.82,0.37,2.41,0.28,0.15,,0.14,172.53,8.59,12.11,12.49,14.59,CORDOBA,Batata
"5,170",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.64,0.52,4.77,0.87,0.32,,0.37,490.35,10.89,54.46,16.12,58.34,CORDOBA,Batata
"5,171",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.87,0.53,3.95,0.69,0.24,,0.21,262.32,9.74,25.43,13.89,24.31,CORDOBA,Batata
"5,172",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.45,0.32,2.12,0.22,0.12,,0.11,351.45,6.56,16.5,10.82,14.29,CORDOBA,Batata
"5,173",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.5,0.43,3.13,0.68,0.31,,0.33,509.39,9.57,49.68,13.99,53.77,CORDOBA,Batata
"5,174",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.61,0.51,2.9,0.76,0.28,,0.23,267.45,11.13,24.17,11.32,25.78,CORDOBA,Batata
"5,175",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.38,0.34,2.02,0.25,0.11,,0.12,304.64,6.27,13.55,9.3,14.0,CORDOBA,Batata
"5,176",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,3.12,0.6,4.38,0.98,0.34,,0.47,378.02,11.93,45.25,16.33,60.26,CORDOBA,Batata
"5,177",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.88,0.61,3.59,0.85,0.27,,0.28,188.47,13.97,19.35,18.42,24.9,CORDOBA,Batata
"5,178",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.59,0.39,2.29,0.27,0.09,,0.13,227.96,8.47,13.24,12.68,14.29,CORDOBA,Batata
"5,179",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.81,0.55,4.32,0.81,0.34,,0.44,621.32,12.22,45.09,17.12,55.69,CORDOBA,Batata
"5,180",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.8,0.61,3.59,0.64,0.24,,0.29,140.68,11.41,17.68,16.63,23.87,CORDOBA,Batata
"5,181",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.5,0.33,1.97,0.22,0.1,,0.12,629.79,6.11,19.08,11.01,11.93,CORDOBA,Batata
"5,182",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.02,0.49,4.2,0.91,0.27,,0.36,960.03,11.26,46.25,18.38,50.55,CORDOBA,Batata
"5,183",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.6,0.41,2.27,0.69,0.22,0.04,0.19,482.75,11.02,21.13,13.02,20.17,CORDOBA,Batata
"5,184",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.77,0.35,1.96,0.26,0.1,0.14,0.11,264.42,7.98,10.51,12.61,10.72,CORDOBA,Batata
"5,185",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,3.4,0.41,3.57,0.59,0.32,,0.35,1009.74,13.33,53.31,21.54,51.74,CORDOBA,Batata
"5,186",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.06,0.37,2.37,0.92,0.28,0.05,0.22,553.89,13.16,24.36,12.16,22.37,CORDOBA,Batata
"5,187",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.36,0.31,1.83,0.19,0.1,0.12,0.1,247.66,8.19,11.05,11.33,10.72,CORDOBA,Batata
"5,188",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,1.92,0.55,3.5,0.8,0.37,,0.41,1148.73,14.91,68.54,21.55,54.44,CORDOBA,Batata
"5,189",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.37,0.56,2.61,0.54,0.21,,0.27,334.61,14.97,26.18,13.52,23.72,CORDOBA,Batata
"5,190",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.12,0.35,1.6,0.23,0.13,0.05,0.12,256.93,7.99,12.89,17.03,12.91,CORDOBA,Batata
"5,191",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,3.16,0.45,3.46,1.18,0.27,,0.38,524.29,8.92,58.23,16.49,55.96,CORDOBA,Batata
"5,192",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,1.01,0.43,2.43,0.9,0.19,,0.21,130.4,9.4,20.95,10.28,23.72,CORDOBA,Batata
"5,193",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.91,0.29,1.66,0.3,0.09,0.04,0.09,331.62,6.77,13.11,22.05,12.24,CORDOBA,Batata
"5,194",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.3,0.48,3.13,0.83,0.4,,0.32,980.53,9.6,56.91,16.27,53.93,CORDOBA,Batata
"5,195",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.91,0.44,2.16,0.67,0.24,0.06,0.19,694.65,13.99,26.94,13.56,22.37,CORDOBA,Batata
"5,196",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.77,0.33,1.64,0.2,0.1,0.13,0.11,361.01,6.25,15.17,17.28,10.89,CORDOBA,Batata
"5,197",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.63,0.44,3.77,0.73,0.33,,0.35,1120.85,10.98,52.5,17.58,54.77,CORDOBA,Batata
"5,198",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.73,0.39,2.3,0.64,0.24,0.06,0.21,205.58,11.01,14.81,10.27,20.85,CORDOBA,Batata
"5,199",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.76,0.26,1.51,0.24,0.09,0.1,0.09,198.82,7.98,8.23,12.37,9.37,CORDOBA,Batata
"5,200",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.63,0.38,3.67,0.98,0.38,,0.35,1477.53,13.06,108.61,21.13,60.51,CORDOBA,Batata
